site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
GUAT 18NOV17 2018.8775 58439 2027 6  -90.5  -2174 -0.590132   1613669  0.207798  1519  0.844946  0.0000 0.000787 0.000688 0.002953 -0.057396  0.008809 -0.041862  14.5904043819  -90.5201824552  1519.84495
GUAT 18NOV18 2018.8802 58440 2028 0  -90.5  -2174 -0.589419   1613669  0.207943  1519  0.848798  0.0000 0.000784 0.000685 0.002958 -0.061210  0.021979 -0.061066  14.5904043832  -90.5201824487  1519.84880
GUAT 18NOV19 2018.8830 58441 2028 1  -90.5  -2174 -0.590259   1613669  0.208322  1519  0.844798  0.0000 0.000829 0.000721 0.003078 -0.077284  0.021262 -0.043508  14.5904043865  -90.5201824567  1519.84480
GUAT 18NOV20 2018.8857 58442 2028 2  -90.5  -2174 -0.592746   1613669  0.203979  1519  0.854542  0.0000 0.001508 0.001309 0.005784 -0.077212 -0.020747 -0.119115  14.5904043472  -90.5201824799  1519.85454
GUAT 18NOV21 2018.8884 58443 2028 3  -90.5  -2174 -0.589820   1613669  0.206105  1519  0.840908  0.0000 0.000835 0.000726 0.003122 -0.071579  0.028215 -0.035524  14.5904043664  -90.5201824530  1519.84091
GUAT 18NOV22 2018.8912 58444 2028 4  -90.5  -2174 -0.589325   1613669  0.206807  1519  0.835536  0.0000 0.000895 0.000770 0.003354 -0.096349  0.043015 -0.074916  14.5904043727  -90.5201824485  1519.83554
GUAT 18NOV23 2018.8939 58445 2028 5  -90.5  -2174 -0.588253   1613669  0.202854  1519  0.841974  0.0000 0.001521 0.001263 0.005630 -0.040543 -0.027586 -0.121656  14.5904043369  -90.5201824387  1519.84197
GUAT 18NOV24 2018.8966 58446 2028 6  -90.5  -2174 -0.589345   1613669  0.210589  1519  0.848261  0.0000 0.000963 0.000819 0.003472 -0.068824  0.051962 -0.001770  14.5904044068  -90.5201824490  1519.84826
GUAT 18NOV25 2018.8994 58447 2029 0  -90.5  -2174 -0.589394   1613669  0.206010  1519  0.846102  0.0000 0.000788 0.000677 0.002937 -0.058056  0.050372 -0.034281  14.5904043654  -90.5201824496  1519.84610
GUAT 18NOV26 2018.9021 58448 2029 1  -90.5  -2174 -0.589017   1613669  0.208710  1519  0.842789  0.0000 0.000796 0.000684 0.003002 -0.062607  0.002016 -0.039407  14.5904043897  -90.5201824463  1519.84279
GUAT 18NOV27 2018.9049 58449 2029 2  -90.5  -2174 -0.590542   1613669  0.207059  1519  0.844749  0.0000 0.000802 0.000699 0.003094 -0.052164  0.015741 -0.022714  14.5904043748  -90.5201824606  1519.84475
GUAT 18NOV28 2018.9076 58450 2029 3  -90.5  -2174 -0.589991   1613669  0.206732  1519  0.843151  0.0000 0.000789 0.000680 0.002956 -0.059493  0.040522 -0.038091  14.5904043718  -90.5201824557  1519.84315
GUAT 18NOV29 2018.9103 58451 2029 4  -90.5  -2174 -0.587323   1613669  0.212045  1519  0.841513  0.0000 0.000806 0.000684 0.003075 -0.053669  0.048821 -0.052233  14.5904044198  -90.5201824311  1519.84151
GUAT 18NOV30 2018.9131 58452 2029 5  -90.5  -2174 -0.589629   1613669  0.210096  1519  0.846869  0.0000 0.001101 0.000943 0.004392 -0.084713  0.012753 -0.071753  14.5904044021  -90.5201824526  1519.84687
GUAT 18DEC01 2018.9158 58453 2029 6  -90.5  -2174 -0.587549   1613669  0.207239  1519  0.848322  0.0000 0.000790 0.000665 0.002923 -0.057254  0.034597 -0.018611  14.5904043762  -90.5201824335  1519.84832
GUAT 18DEC02 2018.9185 58454 2030 0  -90.5  -2174 -0.589205   1613669  0.210028  1519  0.850478  0.0000 0.000774 0.000649 0.002867 -0.040681  0.011034 -0.040227  14.5904044014  -90.5201824490  1519.85048
GUAT 18DEC03 2018.9213 58455 2030 1  -90.5  -2174 -0.589555   1613669  0.209871  1519  0.849263  0.0000 0.000784 0.000654 0.002888 -0.027362  0.025750 -0.031680  14.5904043999  -90.5201824524  1519.84926
GUAT 18DEC04 2018.9240 58456 2030 2  -90.5  -2174 -0.588673   1613669  0.209177  1519  0.853953  0.0000 0.000958 0.000807 0.003513 -0.079171  0.053484 -0.067298  14.5904043936  -90.5201824444  1519.85395
GUAT 18DEC05 2018.9268 58457 2030 3  -90.5  -2174 -0.590084   1613669  0.208834  1519  0.851173  0.0000 0.000776 0.000667 0.002927 -0.035959  0.029725 -0.034015  14.5904043905  -90.5201824577  1519.85117
GUAT 18DEC06 2018.9295 58458 2030 4  -90.5  -2174 -0.590101   1613669  0.209016  1519  0.846768  0.0000 0.001005 0.000842 0.003867 -0.088442  0.006796 -0.052517  14.5904043921  -90.5201824580  1519.84677
GUAT 18DEC07 2018.9322 58459 2030 5  -90.5  -2174 -0.589619   1613669  0.210500  1519  0.829813  0.0000 0.000864 0.000710 0.003301 -0.059540 -0.011866 -0.030949  14.5904044055  -90.5201824537  1519.82981
GUAT 18DEC08 2018.9350 58460 2030 6  -90.5  -2174 -0.591142   1613669  0.210568  1519  0.855097  0.0000 0.000811 0.000687 0.002997 -0.056942  0.043173 -0.044383  14.5904044060  -90.5201824680  1519.85510
GUAT 18DEC09 2018.9377 58461 2031 0  -90.5  -2174 -0.590849   1613669  0.208349  1519  0.844037  0.0000 0.000826 0.000720 0.003115 -0.062215  0.020612 -0.025988  14.5904043859  -90.5201824654  1519.84404
GUAT 18DEC10 2018.9405 58462 2031 1  -90.5  -2174 -0.591254   1613669  0.206011  1519  0.846318  0.0000 0.000789 0.000676 0.002955 -0.048912  0.030686 -0.035246  14.5904043648  -90.5201824693  1519.84632
GUAT 18DEC11 2018.9432 58463 2031 2  -90.5  -2174 -0.589067   1613669  0.207753  1519  0.843487  0.0000 0.000776 0.000666 0.002913 -0.041011 -0.026556 -0.036593  14.5904043805  -90.5201824492  1519.84349
GUAT 18DEC12 2018.9459 58464 2031 3  -90.5  -2174 -0.588895   1613669  0.206347  1519  0.841185  0.0000 0.000763 0.000656 0.002843 -0.042929  0.035373 -0.024934  14.5904043677  -90.5201824477  1519.84119
GUAT 18DEC13 2018.9487 58465 2031 4  -90.5  -2174 -0.589152   1613669  0.208515  1519  0.845964  0.0000 0.000754 0.000652 0.002796 -0.044588  0.035502 -0.043593  14.5904043873  -90.5201824503  1519.84596
GUAT 18DEC14 2018.9514 58466 2031 5  -90.5  -2174 -0.588108   1613669  0.207619  1519  0.846740  0.0000 0.000795 0.000665 0.002912 -0.038107  0.029020 -0.034954  14.5904043791  -90.5201824408  1519.84674
GUAT 18DEC15 2018.9541 58467 2031 6  -90.5  -2174 -0.587992   1613669  0.208184  1519  0.845839  0.0000 0.000745 0.000654 0.002778 -0.035859  0.001474 -0.021304  14.5904043842  -90.5201824398  1519.84584
GUAT 18DEC16 2018.9569 58468 2032 0  -90.5  -2174 -0.587066   1613669  0.209875  1519  0.843537  0.0000 0.000758 0.000666 0.002849 -0.043747  0.031270 -0.028607  14.5904043994  -90.5201824314  1519.84354
GUAT 18DEC17 2018.9596 58469 2032 1  -90.5  -2174 -0.587442   1613669  0.208742  1519  0.842371  0.0000 0.000755 0.000662 0.002816 -0.043472  0.046619 -0.043561  14.5904043891  -90.5201824351  1519.84237
GUAT 18DEC18 2018.9624 58470 2032 2  -90.5  -2174 -0.587979   1613669  0.209097  1519  0.846855  0.0000 0.000749 0.000659 0.002783 -0.054899  0.061344 -0.029518  14.5904043923  -90.5201824402  1519.84686
GUAT 18DEC19 2018.9651 58471 2032 3  -90.5  -2174 -0.585568   1613669  0.208108  1519  0.851912  0.0000 0.000758 0.000660 0.002811 -0.050641  0.063821 -0.048944  14.5904043833  -90.5201824180  1519.85191
GUAT 18DEC20 2018.9678 58472 2032 4  -90.5  -2174 -0.588051   1613669  0.210072  1519  0.839284  0.0000 0.000758 0.000666 0.002851 -0.042944  0.039652 -0.047991  14.5904044010  -90.5201824412  1519.83928
GUAT 18DEC21 2018.9706 58473 2032 5  -90.5  -2174 -0.588048   1613669  0.209623  1519  0.850547  0.0000 0.000747 0.000666 0.002842 -0.047736  0.065651 -0.063465  14.5904043969  -90.5201824413  1519.85055
GUAT 18DEC22 2018.9733 58474 2032 6  -90.5  -2174 -0.587460   1613669  0.209579  1519  0.854630  0.0000 0.000749 0.000659 0.002808 -0.050167  0.059267 -0.046487  14.5904043965  -90.5201824360  1519.85463
GUAT 18DEC23 2018.9760 58475 2033 0  -90.5  -2174 -0.588110   1613669  0.211001  1519  0.849393  0.0000 0.000754 0.000660 0.002825 -0.064600  0.066568 -0.070007  14.5904044093  -90.5201824422  1519.84939
GUAT 18DEC24 2018.9788 58476 2033 1  -90.5  -2174 -0.586345   1613669  0.208527  1519  0.839518  0.0000 0.000784 0.000674 0.002941 -0.050301  0.051664 -0.035129  14.5904043869  -90.5201824260  1519.83952
GUAT 18DEC25 2018.9815 58477 2033 2  -90.5  -2174 -0.587929   1613669  0.208049  1519  0.843026  0.0000 0.000767 0.000669 0.002873 -0.057574  0.042037 -0.036913  14.5904043825  -90.5201824409  1519.84303
GUAT 18DEC26 2018.9843 58478 2033 3  -90.5  -2174 -0.589321   1613669  0.208162  1519  0.847780  0.0000 0.000754 0.000674 0.002912 -0.033385  0.041309 -0.043023  14.5904043835  -90.5201824540  1519.84778
GUAT 18DEC27 2018.9870 58479 2033 4  -90.5  -2174 -0.589953   1613669  0.210226  1519  0.850589  0.0000 0.000771 0.000670 0.002873 -0.068024  0.022857 -0.042334  14.5904044021  -90.5201824600  1519.85059
GUAT 18DEC28 2018.9897 58480 2033 5  -90.5  -2174 -0.586686   1613669  0.208442  1519  0.854978  0.0000 0.000778 0.000664 0.002904 -0.056669  0.022046 -0.049482  14.5904043860  -90.5201824298  1519.85498
GUAT 18DEC29 2018.9925 58481 2033 6  -90.5  -2174 -0.587981   1613669  0.206506  1519  0.852040  0.0000 0.000767 0.000666 0.002861 -0.055557  0.057976 -0.028321  14.5904043684  -90.5201824420  1519.85204
GUAT 18DEC30 2018.9952 58482 2034 0  -90.5  -2174 -0.587148   1613669  0.209610  1519  0.854578  0.0000 0.000776 0.000675 0.002915 -0.057627  0.067632 -0.005918  14.5904043964  -90.5201824344  1519.85458
GUAT 18DEC31 2018.9979 58483 2034 1  -90.5  -2174 -0.586629   1613669  0.207589  1519  0.852273  0.0000 0.000789 0.000673 0.003006 -0.045533  0.034870 -0.043753  14.5904043781  -90.5201824298  1519.85227
GUAT 19JAN01 2019.0007 58484 2034 2  -90.5  -2174 -0.587361   1613669  0.206507  1519  0.840397  0.0000 0.000807 0.000692 0.003142 -0.052422  0.045604 -0.077057  14.5904043683  -90.5201824367  1519.84040
GUAT 19JAN02 2019.0034 58485 2034 3  -90.5  -2174 -0.586951   1613669  0.206698  1519  0.847016  0.0000 0.000774 0.000672 0.002947 -0.058272  0.052761 -0.033038  14.5904043700  -90.5201824331  1519.84702
GUAT 19JAN03 2019.0062 58486 2034 4  -90.5  -2174 -0.584980   1613669  0.208280  1519  0.850800  0.0000 0.000756 0.000665 0.002918 -0.051662  0.045125 -0.046144  14.5904043842  -90.5201824149  1519.85080
GUAT 19JAN04 2019.0089 58487 2034 5  -90.5  -2174 -0.588296   1613669  0.208520  1519  0.853791  0.0000 0.000752 0.000656 0.002859 -0.064178  0.043836 -0.038172  14.5904043864  -90.5201824459  1519.85379
GUAT 19JAN05 2019.0116 58488 2034 6  -90.5  -2174 -0.585547   1613669  0.206448  1519  0.845331  0.0000 0.000767 0.000656 0.002896 -0.057057  0.044105 -0.031326  14.5904043676  -90.5201824205  1519.84533
GUAT 19JAN06 2019.0144 58489 2035 0  -90.5  -2174 -0.585357   1613669  0.206985  1519  0.849062  0.0000 0.000755 0.000658 0.002887 -0.046873  0.021630 -0.045712  14.5904043724  -90.5201824189  1519.84906
GUAT 19JAN07 2019.0171 58490 2035 1  -90.5  -2174 -0.586747   1613669  0.207599  1519  0.842152  0.0000 0.000738 0.000665 0.002854 -0.061342  0.049769 -0.024416  14.5904043779  -90.5201824320  1519.84215
GUAT 19JAN08 2019.0198 58491 2035 2  -90.5  -2174 -0.586632   1613669  0.208828  1519  0.843268  0.0000 0.000763 0.000660 0.002935 -0.057133  0.058437 -0.020150  14.5904043890  -90.5201824311  1519.84327
GUAT 19JAN09 2019.0226 58492 2035 3  -90.5  -2174 -0.584831   1613669  0.208870  1519  0.847985  0.0000 0.000772 0.000660 0.002951 -0.053572  0.038470 -0.033310  14.5904043893  -90.5201824145  1519.84799
GUAT 19JAN10 2019.0253 58493 2035 4  -90.5  -2174 -0.585215   1613669  0.209204  1519  0.845908  0.0000 0.000782 0.000668 0.002984 -0.066905  0.075819 -0.031409  14.5904043923  -90.5201824182  1519.84591
GUAT 19JAN11 2019.0281 58494 2035 5  -90.5  -2174 -0.586874   1613669  0.210456  1519  0.854478  0.0000 0.000762 0.000671 0.002952 -0.030409 -0.007710 -0.031074  14.5904044036  -90.5201824338  1519.85448
GUAT 19JAN12 2019.0308 58495 2035 6  -90.5  -2174 -0.585187   1613669  0.208861  1519  0.847486  0.0000 0.000762 0.000666 0.002932 -0.037246  0.008658 -0.030556  14.5904043891  -90.5201824183  1519.84749
GUAT 19JAN13 2019.0335 58496 2036 0  -90.5  -2174 -0.586870   1613669  0.208504  1519  0.849289  0.0000 0.000731 0.000652 0.002816 -0.054407  0.036674 -0.033122  14.5904043858  -90.5201824341  1519.84929
GUAT 19JAN14 2019.0363 58497 2036 1  -90.5  -2174 -0.587842   1613669  0.205804  1519  0.846221  0.0000 0.000740 0.000653 0.002828 -0.059198  0.040237 -0.027629  14.5904043614  -90.5201824433  1519.84622
GUAT 19JAN15 2019.0390 58498 2036 2  -90.5  -2174 -0.586570   1613669  0.207094  1519  0.843769  0.0000 0.000751 0.000669 0.002893 -0.076779  0.045719 -0.029081  14.5904043730  -90.5201824316  1519.84377
GUAT 19JAN16 2019.0418 58499 2036 3  -90.5  -2174 -0.587002   1613669  0.207597  1519  0.838311  0.0000 0.000845 0.000735 0.003198 -0.073300  0.030157  0.005776  14.5904043775  -90.5201824358  1519.83831
GUAT 19JAN17 2019.0445 58500 2036 4  -90.5  -2174 -0.587891   1613669  0.207335  1519  0.839735  0.0000 0.001436 0.001295 0.005539 -0.158646  0.043634  0.040718  14.5904043751  -90.5201824442  1519.83973
GUAT 19JAN18 2019.0472 58501 2036 5  -90.5  -2174 -0.581864   1613669  0.207731  1519  0.844494  0.0000 0.000936 0.000835 0.003492 -0.119623  0.056549 -0.018795  14.5904043786  -90.5201823884  1519.84449
GUAT 19JAN23 2019.0609 58506 2037 3  -90.5  -2174 -0.584740   1613669  0.210093  1519  0.850634  0.0000 0.000782 0.000683 0.003038 -0.052209  0.081872 -0.047966  14.5904043998  -90.5201824159  1519.85063
GUAT 19JAN24 2019.0637 58507 2037 4  -90.5  -2174 -0.582331   1613669  0.207083  1519  0.845642  0.0000 0.000760 0.000662 0.002867 -0.050134  0.026295 -0.034010  14.5904043725  -90.5201823937  1519.84564
GUAT 19JAN25 2019.0664 58508 2037 5  -90.5  -2174 -0.584863   1613669  0.210226  1519  0.850071  0.0000 0.000773 0.000662 0.002877 -0.048710  0.014850 -0.037943  14.5904044009  -90.5201824174  1519.85007
GUAT 19JAN26 2019.0691 58509 2037 6  -90.5  -2174 -0.587453   1613669  0.207220  1519  0.848802  0.0000 0.000774 0.000669 0.002829 -0.078086  0.049609 -0.039990  14.5904043737  -90.5201824416  1519.84880
GUAT 19JAN27 2019.0719 58510 2038 0  -90.5  -2174 -0.586784   1613669  0.209813  1519  0.847388  0.0000 0.000779 0.000671 0.002873 -0.067757  0.052825 -0.064042  14.5904043971  -90.5201824355  1519.84739
GUAT 19JAN28 2019.0746 58511 2038 1  -90.5  -2174 -0.584364   1613669  0.209405  1519  0.855482  0.0000 0.000764 0.000662 0.002894 -0.035761  0.049964 -0.050502  14.5904043933  -90.5201824132  1519.85548
GUAT 19JAN29 2019.0773 58512 2038 2  -90.5  -2174 -0.586200   1613669  0.209787  1519  0.846185  0.0000 0.000762 0.000666 0.002879 -0.045904  0.046827 -0.041695  14.5904043968  -90.5201824304  1519.84618
GUAT 19JAN30 2019.0801 58513 2038 3  -90.5  -2174 -0.585923   1613669  0.208488  1519  0.849421  0.0000 0.000752 0.000659 0.002824 -0.050520  0.032074 -0.042197  14.5904043850  -90.5201824280  1519.84942
GUAT 19JAN31 2019.0828 58514 2038 4  -90.5  -2174 -0.584924   1613669  0.213532  1519  0.843965  0.0000 0.000749 0.000671 0.002930 -0.074064  0.069046 -0.059779  14.5904044305  -90.5201824189  1519.84396
GUAT 19FEB01 2019.0856 58515 2038 5  -90.5  -2174 -0.582451   1613669  0.210426  1519  0.850654  0.0000 0.000745 0.000658 0.002813 -0.054407  0.040777 -0.047846  14.5904044024  -90.5201823961  1519.85065
GUAT 19FEB02 2019.0883 58516 2038 6  -90.5  -2174 -0.584249   1613669  0.211926  1519  0.847202  0.0000 0.000755 0.000651 0.002822 -0.053161  0.043709 -0.053293  14.5904044159  -90.5201824130  1519.84720
GUAT 19FEB03 2019.0910 58517 2039 0  -90.5  -2174 -0.584651   1613669  0.208610  1519  0.854052  0.0000 0.000757 0.000656 0.002816 -0.048817  0.057512 -0.033916  14.5904043859  -90.5201824169  1519.85405
GUAT 19FEB04 2019.0938 58518 2039 1  -90.5  -2174 -0.585740   1613669  0.209005  1519  0.860342  0.0000 0.000755 0.000654 0.002825 -0.041184  0.050179 -0.056107  14.5904043894  -90.5201824271  1519.86034
GUAT 19FEB05 2019.0965 58519 2039 2  -90.5  -2174 -0.582025   1613669  0.211986  1519  0.852009  0.0000 0.000752 0.000658 0.002814 -0.050255  0.043733 -0.027993  14.5904044163  -90.5201823928  1519.85201
GUAT 19FEB06 2019.0992 58520 2039 3  -90.5  -2174 -0.585030   1613669  0.210841  1519  0.851644  0.0000 0.000748 0.000649 0.002784 -0.041170  0.046457 -0.038867  14.5904044059  -90.5201824209  1519.85164
GUAT 19FEB07 2019.1020 58521 2039 4  -90.5  -2174 -0.585838   1613669  0.210033  1519  0.858246  0.0000 0.000752 0.000653 0.002811 -0.034531  0.048409 -0.033568  14.5904043986  -90.5201824285  1519.85825
GUAT 19FEB08 2019.1047 58522 2039 5  -90.5  -2174 -0.585598   1613669  0.206206  1519  0.845066  0.0000 0.000768 0.000659 0.002873 -0.045787  0.043796 -0.035872  14.5904043640  -90.5201824265  1519.84507
GUAT 19FEB09 2019.1075 58523 2039 6  -90.5  -2174 -0.591248   1613669  0.207091  1519  0.841499  0.0000 0.000816 0.000702 0.003117 -0.041326  0.012205  0.001702  14.5904043719  -90.5201824791  1519.84150
GUAT 19FEB10 2019.1102 58524 2040 0  -90.5  -2174 -0.586653   1613669  0.208378  1519  0.849401  0.0000 0.000775 0.000670 0.002877 -0.020299  0.017969 -0.015094  14.5904043835  -90.5201824366  1519.84940
GUAT 19FEB11 2019.1129 58525 2040 1  -90.5  -2174 -0.584134   1613669  0.212265  1519  0.853968  0.0000 0.000799 0.000670 0.002970 -0.033913  0.052898 -0.030826  14.5904044186  -90.5201824134  1519.85397
GUAT 19FEB12 2019.1157 58526 2040 2  -90.5  -2174 -0.583459   1613669  0.208800  1519  0.853443  0.0000 0.000800 0.000680 0.002967 -0.056844  0.093011 -0.033519  14.5904043872  -90.5201824073  1519.85344
GUAT 19FEB13 2019.1184 58527 2040 3  -90.5  -2174 -0.584298   1613669  0.208183  1519  0.853217  0.0000 0.000764 0.000653 0.002845 -0.026227  0.035970 -0.048666  14.5904043816  -90.5201824152  1519.85322
GUAT 19FEB14 2019.1211 58528 2040 4  -90.5  -2174 -0.584524   1613669  0.209930  1519  0.853923  0.0000 0.000765 0.000668 0.002917 -0.019834  0.066894 -0.057904  14.5904043974  -90.5201824175  1519.85392
GUAT 19FEB15 2019.1239 58529 2040 5  -90.5  -2174 -0.582609   1613669  0.211868  1519  0.858786  0.0000 0.000779 0.000678 0.002996 -0.025397  0.054403 -0.054612  14.5904044148  -90.5201823999  1519.85879
GUAT 19FEB16 2019.1266 58530 2040 6  -90.5  -2174 -0.584075   1613669  0.211252  1519  0.853494  0.0000 0.000756 0.000658 0.002822 -0.042647  0.047987 -0.036868  14.5904044092  -90.5201824136  1519.85349
GUAT 19FEB17 2019.1294 58531 2041 0  -90.5  -2174 -0.581579   1613669  0.210954  1519  0.853498  0.0000 0.000764 0.000655 0.002880 -0.031863  0.056328 -0.046373  14.5904044065  -90.5201823906  1519.85350
GUAT 19FEB18 2019.1321 58532 2041 1  -90.5  -2174 -0.582601   1613669  0.208775  1519  0.851702  0.0000 0.000759 0.000650 0.002845 -0.029169  0.062476 -0.056330  14.5904043867  -90.5201824003  1519.85170
GUAT 19FEB19 2019.1348 58533 2041 2  -90.5  -2174 -0.585563   1613669  0.211149  1519  0.852735  0.0000 0.000765 0.000659 0.002859 -0.021149  0.081382 -0.012652  14.5904044082  -90.5201824279  1519.85274
GUAT 19FEB20 2019.1376 58534 2041 3  -90.5  -2174 -0.583131   1613669  0.211779  1519  0.857503  0.0000 0.000755 0.000652 0.002826 -0.044748  0.046990 -0.046881  14.5904044138  -90.5201824055  1519.85750
GUAT 19FEB21 2019.1403 58535 2041 4  -90.5  -2174 -0.582492   1613669  0.211515  1519  0.850011  0.0000 0.000764 0.000656 0.002858 -0.035292  0.043810 -0.018818  14.5904044114  -90.5201823997  1519.85001
GUAT 19FEB22 2019.1431 58536 2041 5  -90.5  -2174 -0.581269   1613669  0.214063  1519  0.856188  0.0000 0.000773 0.000662 0.002927 -0.042953  0.052554 -0.021368  14.5904044344  -90.5201823886  1519.85619
GUAT 19FEB23 2019.1458 58537 2041 6  -90.5  -2174 -0.579864   1613669  0.213445  1519  0.867927  0.0000 0.000804 0.000676 0.003077 -0.038627  0.034934 -0.062325  14.5904044287  -90.5201823757  1519.86793
GUAT 19FEB24 2019.1485 58538 2042 0  -90.5  -2174 -0.581329   1613669  0.209750  1519  0.858196  0.0000 0.000764 0.000651 0.002886 -0.027923  0.046267 -0.059034  14.5904043953  -90.5201823894  1519.85820
GUAT 19FEB25 2019.1513 58539 2042 1  -90.5  -2174 -0.584618   1613669  0.210203  1519  0.852085  0.0000 0.000787 0.000671 0.003015 -0.039975  0.015948 -0.058716  14.5904043994  -90.5201824201  1519.85208
GUAT 19FEB26 2019.1540 58540 2042 2  -90.5  -2174 -0.585195   1613669  0.207487  1519  0.852426  0.0000 0.000765 0.000657 0.002885 -0.037325  0.022544 -0.048156  14.5904043748  -90.5201824256  1519.85243
GUAT 19FEB27 2019.1567 58541 2042 3  -90.5  -2174 -0.581873   1613669  0.210255  1519  0.857599  0.0000 0.000757 0.000652 0.002849 -0.035543  0.039031 -0.056545  14.5904043997  -90.5201823950  1519.85760
GUAT 19FEB28 2019.1595 58542 2042 4  -90.5  -2174 -0.581520   1613669  0.209080  1519  0.858308  0.0000 0.000769 0.000652 0.002879 -0.045359  0.038339 -0.060073  14.5904043891  -90.5201823918  1519.85831
GUAT 19MAR01 2019.1622 58543 2042 5  -90.5  -2174 -0.580779   1613669  0.209567  1519  0.851126  0.0000 0.000774 0.000684 0.003066 -0.038198 -0.010306 -0.041223  14.5904043934  -90.5201823851  1519.85113
GUAT 19MAR02 2019.1650 58544 2042 6  -90.5  -2174 -0.582205   1613669  0.208738  1519  0.856859  0.0000 0.000762 0.000653 0.002862 -0.042786  0.055696 -0.059196  14.5904043859  -90.5201823985  1519.85686
GUAT 19MAR03 2019.1677 58545 2043 0  -90.5  -2174 -0.585577   1613669  0.210910  1519  0.857460  0.0000 0.000758 0.000652 0.002827 -0.049809  0.051651 -0.041817  14.5904044055  -90.5201824300  1519.85746
GUAT 19MAR04 2019.1704 58546 2043 1  -90.5  -2174 -0.583675   1613669  0.210797  1519  0.857679  0.0000 0.000762 0.000655 0.002877 -0.040954  0.034922 -0.065768  14.5904044044  -90.5201824125  1519.85768
GUAT 19MAR05 2019.1732 58547 2043 2  -90.5  -2174 -0.584150   1613669  0.207741  1519  0.853911  0.0000 0.000768 0.000659 0.002901 -0.051738  0.040155 -0.073534  14.5904043768  -90.5201824171  1519.85391
GUAT 19MAR06 2019.1759 58548 2043 3  -90.5  -2174 -0.585764   1613669  0.206676  1519  0.850290  0.0000 0.000778 0.000672 0.002922 -0.035251  0.020978 -0.019714  14.5904043671  -90.5201824322  1519.85029
GUAT 19MAR07 2019.1786 58549 2043 4  -90.5  -2174 -0.582066   1613669  0.208904  1519  0.848300  0.0000 0.000768 0.000658 0.002930 -0.040568  0.019056 -0.072626  14.5904043872  -90.5201823980  1519.84830
GUAT 19MAR08 2019.1814 58550 2043 5  -90.5  -2174 -0.584229   1613669  0.207216  1519  0.849358  0.0000 0.000765 0.000656 0.002866 -0.048678  0.029697 -0.049307  14.5904043719  -90.5201824183  1519.84936
GUAT 19MAR09 2019.1841 58551 2043 6  -90.5  -2174 -0.581391   1613669  0.210225  1519  0.857546  0.0000 0.000767 0.000659 0.002896 -0.038040  0.082272 -0.040833  14.5904043990  -90.5201823921  1519.85755
GUAT 19MAR10 2019.1869 58552 2044 0  -90.5  -2174 -0.581315   1613669  0.208794  1519  0.851618  0.0000 0.000768 0.000663 0.002909 -0.052297  0.011650 -0.045483  14.5904043861  -90.5201823916  1519.85162
GUAT 19MAR11 2019.1896 58553 2044 1  -90.5  -2174 -0.580550   1613669  0.209243  1519  0.858652  0.0000 0.000767 0.000661 0.002890 -0.052700  0.057667 -0.044524  14.5904043901  -90.5201823846  1519.85865
GUAT 19MAR12 2019.1923 58554 2044 2  -90.5  -2174 -0.580271   1613669  0.206248  1519  0.853861  0.0000 0.000767 0.000656 0.002891 -0.054430  0.022226 -0.072044  14.5904043630  -90.5201823822  1519.85386
GUAT 19MAR13 2019.1951 58555 2044 3  -90.5  -2174 -0.580548   1613669  0.208755  1519  0.850876  0.0000 0.000762 0.000655 0.002892 -0.041359  0.040163 -0.075886  14.5904043856  -90.5201823849  1519.85088
GUAT 19MAR14 2019.1978 58556 2044 4  -90.5  -2174 -0.579284   1613669  0.208344  1519  0.856785  0.0000 0.000757 0.000651 0.002835 -0.048092  0.043316 -0.068108  14.5904043818  -90.5201823733  1519.85679
GUAT 19MAR15 2019.2005 58557 2044 5  -90.5  -2174 -0.583274   1613669  0.208095  1519  0.851645  0.0000 0.000772 0.000686 0.002961 -0.052733  0.089017 -0.026481  14.5904043795  -90.5201824105  1519.85164
GUAT 19MAR16 2019.2033 58558 2044 6  -90.5  -2174 -0.583732   1613669  0.205865  1519  0.848090  0.0000 0.000768 0.000663 0.002861 -0.058137  0.026611 -0.048432  14.5904043593  -90.5201824149  1519.84809
GUAT 19MAR17 2019.2060 58559 2045 0  -90.5  -2174 -0.583649   1613669  0.205831  1519  0.848885  0.0000 0.000768 0.000661 0.002883 -0.053933  0.035061 -0.067017  14.5904043590  -90.5201824143  1519.84888
GUAT 19MAR18 2019.2088 58560 2045 1  -90.5  -2174 -0.585592   1613669  0.205580  1519  0.848836  0.0000 0.000771 0.000657 0.002851 -0.054947  0.037650 -0.066869  14.5904043567  -90.5201824325  1519.84884
GUAT 19MAR19 2019.2115 58561 2045 2  -90.5  -2174 -0.581842   1613669  0.209370  1519  0.854523  0.0000 0.000772 0.000658 0.002889 -0.046856  0.028243 -0.073115  14.5904043909  -90.5201823979  1519.85452
GUAT 19MAR20 2019.2142 58562 2045 3  -90.5  -2174 -0.585788   1613669  0.209779  1519  0.849897  0.0000 0.000781 0.000676 0.002931 -0.036780  0.017916 -0.067413  14.5904043945  -90.5201824347  1519.84990
